ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen
7.2," Karn Sharma to Hetmyer, no run, turning in, skidded through and Hetmyer misses the chop. The ball beats the edge ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
7.1," Karn Sharma to Hetmyer, no run, flighted outside off, looks to chop it and bails out ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
6.6," M Bracewell to Dhruv Jurel, out Caught by Lomror!! That kind of a day. That kind of disaster for RR. RCB all over RR like a rash. That was an innocuous short ball, Dhruv Jurel goes back and pulls it. Doesn't time it and slices the pull. The ball went very high and was easily taken by the man at deep mid. RR lose their 6th wicket. They are in a soup now. Dhruv Jurel c Lomror b M Bracewell 1(7) ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
6.5," M Bracewell to Hetmyer, 1 run, backs away and hacks the cut past point for a single ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
6.4," M Bracewell to Dhruv Jurel, 1 run, waits on a short ball, outside off, waits for it to turn and then chops it down to deep cover for a single ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
6.3," M Bracewell to Dhruv Jurel, no run, gets forward, smothers the spin and defends it out into the off-side ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
6.2," M Bracewell to Dhruv Jurel, no run, stays behind the line of the delivery and nudges the ball down to mid-wicket ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
6.1," M Bracewell to Hetmyer, 1 run, goes back and punches the ball down to long-off for a single. Was hit well ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
5.6," Parnell to Dhruv Jurel, no run, touch fuller on off, Dhruv Jurel knocks it to point with soft hands ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
5.5," Parnell to Dhruv Jurel, no run, back of a length outside off, steered to short third man by Dhruv Jurel ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
5.4," Parnell to Dhruv Jurel, no run, touch fuller on off, driven to mid-off by Dhruv Jurel ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
5.3," Parnell to Root, out Lbw!! Oh no! Even Root has been uprooted. What an awful batting display! Was a slower one from round the wicket and Root got beaten as he tried to flick across the line. Struck on the pads, impact in line and it's crashing into the leg-stump. The powerplay is not even done, but five of Rajasthan's batters are already back in the pavilion. Root lbw b Parnell 10(15) [4s-1] ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
5.2," Parnell to Hetmyer, 1 run, back of a length on middle and leg, nudged through mid-wicket for a single ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
5.1," Parnell to Root, 1 run, on a length around middle and leg, clipped to mid-wicket by Root ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
4.6," M Bracewell to Hetmyer, no run, loopy delivery on off, pitched up and Hetmyer drives it back to the bowler ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
4.5," M Bracewell to Hetmyer, no run, on a length around middle and leg, nudged to mid-wicket by Hetmyer ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
4.4," M Bracewell to Hetmyer, no run, fraction short on off, punched to cover by Hetmyer ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
4.3," M Bracewell to Hetmyer, SIX, shot Hetty! Takes on the floated delivery and thumps it over long-on for a clean six. Off the mark in style ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
4.2," M Bracewell to Padikkal, out Caught by Siraj!! That's a sharp catch by Siraj! The umpire goes upstairs to have a check! This was whipped to mid-wicket by Padikkal and Siraj stationed there takes it inches above the turf. Was really close to hitting the floor, but the third umpire reckons the fielder had enough fingers underneath the ball. RCB on top as Rajasthan Royals have lost their fourth wicket within the powerplay. Padikkal c Siraj b M Bracewell 4(4) [4s-1] ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
4.1," M Bracewell to Root, 1 run, drifting on the pads, Root works this through the leg-side for a single ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
3.6," Parnell to Root, 1 run, Parnell goes short and Root hooks this through square leg for a single ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
3.5," Parnell to Root, no run, short ball on leg, Root goes for a pull, doesn't connect ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
3.4," Parnell to Root, no run, back of a length around off, Root eases this towards the off-side ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
3.3," Parnell to Padikkal, leg byes, 1 run, off the pads this rolls towards the leg-side, a leg bye taken ",RR Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat
